,song_name,song_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5861,Goodbye Mr A,4spfRBAAdrMKR35lZWrgYF,The Hoosiers,0.468,0.841,4,-3.263,1,0.0294,0.085,0.00195,0.187,0.574,185.966,audio_features,4spfRBAAdrMKR35lZWrgYF,spotify:track:4spfRBAAdrMKR35lZWrgYF,https://api.spotify.com/v1/tracks/4spfRBAAdrMKR35lZWrgYF,https://api.spotify.com/v1/audio-analysis/4spfRBAAdrMKR35lZWrgYF,266813,4
5862,Found What I've Been Looking For,4Gw1SXoN1MlAmdM3J1NjmR,Tom Grennan,0.623,0.829,3,-4.613,0,0.0286,0.0354,0.0,0.0762,0.779,107.067,audio_features,4Gw1SXoN1MlAmdM3J1NjmR,spotify:track:4Gw1SXoN1MlAmdM3J1NjmR,https://api.spotify.com/v1/tracks/4Gw1SXoN1MlAmdM3J1NjmR,https://api.spotify.com/v1/audio-analysis/4Gw1SXoN1MlAmdM3J1NjmR,191933,4
5863,On the Back Burner,6eczJiyXPukaEhiA6OPPtk,The Reytons,0.623,0.931,9,-4.652,1,0.049,0.00504,0.0,0.113,0.963,100.072,audio_features,6eczJiyXPukaEhiA6OPPtk,spotify:track:6eczJiyXPukaEhiA6OPPtk,https://api.spotify.com/v1/tracks/6eczJiyXPukaEhiA6OPPtk,https://api.spotify.com/v1/audio-analysis/6eczJiyXPukaEhiA6OPPtk,126075,4
5864,Flame,2yf63OXOJ7F7dYz9UbwlBB,Sundara Karma,0.525,0.855,7,-4.641,1,0.0522,0.00118,0.0,0.281,0.211,100.028,audio_features,2yf63OXOJ7F7dYz9UbwlBB,spotify:track:2yf63OXOJ7F7dYz9UbwlBB,https://api.spotify.com/v1/tracks/2yf63OXOJ7F7dYz9UbwlBB,https://api.spotify.com/v1/audio-analysis/2yf63OXOJ7F7dYz9UbwlBB,227367,4
5865,All I Want To Hear You Say,7BZWTu4Pv77TxGmmsQaSXN,Sea Girls,0.546,0.813,1,-6.833,0,0.0519,0.00124,0.0,0.265,0.539,123.937,audio_features,7BZWTu4Pv77TxGmmsQaSXN,spotify:track:7BZWTu4Pv77TxGmmsQaSXN,https://api.spotify.com/v1/tracks/7BZWTu4Pv77TxGmmsQaSXN,https://api.spotify.com/v1/audio-analysis/7BZWTu4Pv77TxGmmsQaSXN,190693,4
5866,Slice Of Lime (2017),2M1f8JpXqsEFCzwZpNK3Be,The Reytons,0.5,0.815,11,-3.742,1,0.0307,0.157,0.0,0.128,0.759,154.656,audio_features,2M1f8JpXqsEFCzwZpNK3Be,spotify:track:2M1f8JpXqsEFCzwZpNK3Be,https://api.spotify.com/v1/tracks/2M1f8JpXqsEFCzwZpNK3Be,https://api.spotify.com/v1/audio-analysis/2M1f8JpXqsEFCzwZpNK3Be,230471,4
5867,Saturn 5,7fmwCGS5Sj9mceTWlCUJMA,Inspiral Carpets,0.578,0.734,0,-10.028,1,0.0318,5.57e-05,0.000131,0.318,0.755,127.765,audio_features,7fmwCGS5Sj9mceTWlCUJMA,spotify:track:7fmwCGS5Sj9mceTWlCUJMA,https://api.spotify.com/v1/tracks/7fmwCGS5Sj9mceTWlCUJMA,https://api.spotify.com/v1/audio-analysis/7fmwCGS5Sj9mceTWlCUJMA,239160,4
5868,Teenage Kicks,4wNATViXFXHOKsGgEehnBT,The Undertones,0.415,0.782,2,-6.745,1,0.0461,0.0011,0.0,0.14,0.564,135.029,audio_features,4wNATViXFXHOKsGgEehnBT,spotify:track:4wNATViXFXHOKsGgEehnBT,https://api.spotify.com/v1/tracks/4wNATViXFXHOKsGgEehnBT,https://api.spotify.com/v1/audio-analysis/4wNATViXFXHOKsGgEehnBT,148480,4
5869,Weekend In Paradise,3eTajl7oU6ZdktOCBO3JBM,JAMIE WEBSTER,0.658,0.72,9,-6.049,1,0.125,0.23,0.0,0.106,0.685,146.857,audio_features,3eTajl7oU6ZdktOCBO3JBM,spotify:track:3eTajl7oU6ZdktOCBO3JBM,https://api.spotify.com/v1/tracks/3eTajl7oU6ZdktOCBO3JBM,https://api.spotify.com/v1/audio-analysis/3eTajl7oU6ZdktOCBO3JBM,196987,4
5870,A Song For The Lovers,7a90gal9tr3yS8bEXUvu8D,Richard Ashcroft,0.389,0.923,9,-6.668,0,0.0475,0.0397,0.00105,0.114,0.49,154.127,audio_features,7a90gal9tr3yS8bEXUvu8D,spotify:track:7a90gal9tr3yS8bEXUvu8D,https://api.spotify.com/v1/tracks/7a90gal9tr3yS8bEXUvu8D,https://api.spotify.com/v1/audio-analysis/7a90gal9tr3yS8bEXUvu8D,326160,4
5871,Have A Nice Day,6JWddKPdqvDc2WkPEi9grC,Stereophonics,0.508,0.826,1,-4.088,0,0.0405,0.018,0.0,0.28,0.404,120.854,audio_features,6JWddKPdqvDc2WkPEi9grC,spotify:track:6JWddKPdqvDc2WkPEi9grC,https://api.spotify.com/v1/tracks/6JWddKPdqvDc2WkPEi9grC,https://api.spotify.com/v1/audio-analysis/6JWddKPdqvDc2WkPEi9grC,205067,4
5872,Room 429,5RzhlEsgryoRLRFJfvQmkJ,Cop Shoot Cop,0.397,0.902,9,-9.371,1,0.0529,0.0458,0.000321,0.309,0.358,131.327,audio_features,5RzhlEsgryoRLRFJfvQmkJ,spotify:track:5RzhlEsgryoRLRFJfvQmkJ,https://api.spotify.com/v1/tracks/5RzhlEsgryoRLRFJfvQmkJ,https://api.spotify.com/v1/audio-analysis/5RzhlEsgryoRLRFJfvQmkJ,308307,4
5873,Go,2cNjgoSh1TBHFQIhfzRJUE,The Chemical Brothers,0.751,0.897,1,-3.598,1,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,audio_features,2cNjgoSh1TBHFQIhfzRJUE,spotify:track:2cNjgoSh1TBHFQIhfzRJUE,https://api.spotify.com/v1/tracks/2cNjgoSh1TBHFQIhfzRJUE,https://api.spotify.com/v1/audio-analysis/2cNjgoSh1TBHFQIhfzRJUE,260697,4
5874,Girl's Not Grey,4tIxcIpfejHxus0YHSv86a,AFI,0.396,0.899,8,-5.127,0,0.0352,0.0091,0.000155,0.103,0.67,121.56,audio_features,4tIxcIpfejHxus0YHSv86a,spotify:track:4tIxcIpfejHxus0YHSv86a,https://api.spotify.com/v1/tracks/4tIxcIpfejHxus0YHSv86a,https://api.spotify.com/v1/audio-analysis/4tIxcIpfejHxus0YHSv86a,190533,4
5875,Slogans,4ReJn4JZFREgaBpLCoXKD5,Phil Chapman,0.841,0.824,11,-6.097,0,0.245,0.129,0.0,0.138,0.641,119.939,audio_features,4ReJn4JZFREgaBpLCoXKD5,spotify:track:4ReJn4JZFREgaBpLCoXKD5,https://api.spotify.com/v1/tracks/4ReJn4JZFREgaBpLCoXKD5,https://api.spotify.com/v1/audio-analysis/4ReJn4JZFREgaBpLCoXKD5,166387,4
5876,Fever,4Ke1CYcm2wYDFlOhziFFjK,Peggy Lee,0.833,0.0756,4,-20.822,0,0.147,0.314,0.0,0.111,0.338,136.007,audio_features,4Ke1CYcm2wYDFlOhziFFjK,spotify:track:4Ke1CYcm2wYDFlOhziFFjK,https://api.spotify.com/v1/tracks/4Ke1CYcm2wYDFlOhziFFjK,https://api.spotify.com/v1/audio-analysis/4Ke1CYcm2wYDFlOhziFFjK,202693,4
5877,(I'm Not Your) Steppin' Stone - 2006 Remaster,7dvtNWoHd3ioEBmIl0s3In,The Monkees,0.537,0.677,5,-4.437,1,0.0301,0.0151,0.000199,0.0981,0.324,131.477,audio_features,7dvtNWoHd3ioEBmIl0s3In,spotify:track:7dvtNWoHd3ioEBmIl0s3In,https://api.spotify.com/v1/tracks/7dvtNWoHd3ioEBmIl0s3In,https://api.spotify.com/v1/audio-analysis/7dvtNWoHd3ioEBmIl0s3In,146533,4
5878,Venus,0Z3xhSOhrawLV81YdiDiiJ,Shocking Blue,0.691,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,audio_features,0Z3xhSOhrawLV81YdiDiiJ,spotify:track:0Z3xhSOhrawLV81YdiDiiJ,https://api.spotify.com/v1/tracks/0Z3xhSOhrawLV81YdiDiiJ,https://api.spotify.com/v1/audio-analysis/0Z3xhSOhrawLV81YdiDiiJ,187533,4
5879,Last Night,6yuUKGK1hzbH6A3TMAIqct,Jeremie Albino,0.542,0.834,9,-2.171,1,0.0459,0.305,0.000892,0.294,0.654,120.157,audio_features,6yuUKGK1hzbH6A3TMAIqct,spotify:track:6yuUKGK1hzbH6A3TMAIqct,https://api.spotify.com/v1/tracks/6yuUKGK1hzbH6A3TMAIqct,https://api.spotify.com/v1/audio-analysis/6yuUKGK1hzbH6A3TMAIqct,157280,4
5880,North Side Gal,6VqC5gNL532RfgdlGzNAv0,JD McPherson,0.687,0.64,2,-7.799,1,0.0515,0.523,1.32e-06,0.327,0.97,84.969,audio_features,6VqC5gNL532RfgdlGzNAv0,spotify:track:6VqC5gNL532RfgdlGzNAv0,https://api.spotify.com/v1/tracks/6VqC5gNL532RfgdlGzNAv0,https://api.spotify.com/v1/audio-analysis/6VqC5gNL532RfgdlGzNAv0,151493,4
5881,Catamaran,2b4Q3h1sw8p6rJv6mk3qz1,Allah-Las,0.564,0.846,4,-5.897,0,0.0437,0.00692,0.00175,0.0452,0.696,122.035,audio_features,2b4Q3h1sw8p6rJv6mk3qz1,spotify:track:2b4Q3h1sw8p6rJv6mk3qz1,https://api.spotify.com/v1/tracks/2b4Q3h1sw8p6rJv6mk3qz1,https://api.spotify.com/v1/audio-analysis/2b4Q3h1sw8p6rJv6mk3qz1,212986,4
5882,Misirlou,3538ZnMvpmpImrC6rFQgDr,Dick Dale and his Del-Tones,0.294,0.853,4,-9.917,1,0.0447,0.0287,0.559,0.418,0.642,172.641,audio_features,3538ZnMvpmpImrC6rFQgDr,spotify:track:3538ZnMvpmpImrC6rFQgDr,https://api.spotify.com/v1/tracks/3538ZnMvpmpImrC6rFQgDr,https://api.spotify.com/v1/audio-analysis/3538ZnMvpmpImrC6rFQgDr,134027,4
5883,Jungle Boogie,4qxCDr5DquZsfaK7lvnY9G,Kool & The Gang,0.806,0.838,5,-8.717,1,0.114,0.103,0.000171,0.315,0.706,107.898,audio_features,4qxCDr5DquZsfaK7lvnY9G,spotify:track:4qxCDr5DquZsfaK7lvnY9G,https://api.spotify.com/v1/tracks/4qxCDr5DquZsfaK7lvnY9G,https://api.spotify.com/v1/audio-analysis/4qxCDr5DquZsfaK7lvnY9G,186533,4
5884,You Never Can Tell,5zBcCuhVgll3iM4aJcaujN,Chuck Berry,0.595,0.835,7,-10.057,1,0.117,0.733,5.02e-05,0.292,0.919,157.188,audio_features,5zBcCuhVgll3iM4aJcaujN,spotify:track:5zBcCuhVgll3iM4aJcaujN,https://api.spotify.com/v1/tracks/5zBcCuhVgll3iM4aJcaujN,https://api.spotify.com/v1/audio-analysis/5zBcCuhVgll3iM4aJcaujN,161947,4
5885,"Girl, You'll Be a Woman Soon",7xmW8gsZgihBHkjHA3U8l7,Urge Overkill,0.514,0.584,5,-13.049,1,0.042,0.0698,0.000183,0.205,0.558,114.142,audio_features,7xmW8gsZgihBHkjHA3U8l7,spotify:track:7xmW8gsZgihBHkjHA3U8l7,https://api.spotify.com/v1/tracks/7xmW8gsZgihBHkjHA3U8l7,https://api.spotify.com/v1/audio-analysis/7xmW8gsZgihBHkjHA3U8l7,189627,4
5886,Rumble,0pxThPQcINQ8bBGFGYMwAD,Link Wray,0.556,0.72,9,-6.959,1,0.0354,0.0904,0.000107,0.0968,0.502,84.852,audio_features,0pxThPQcINQ8bBGFGYMwAD,spotify:track:0pxThPQcINQ8bBGFGYMwAD,https://api.spotify.com/v1/tracks/0pxThPQcINQ8bBGFGYMwAD,https://api.spotify.com/v1/audio-analysis/0pxThPQcINQ8bBGFGYMwAD,144653,4
5887,Out of Limits,7xAJpAeopaV6rilu3iiwME,The Marketts,0.485,0.779,7,-14.235,1,0.039,0.367,0.432,0.18,0.483,133.223,audio_features,7xAJpAeopaV6rilu3iiwME,spotify:track:7xAJpAeopaV6rilu3iiwME,https://api.spotify.com/v1/tracks/7xAJpAeopaV6rilu3iiwME,https://api.spotify.com/v1/audio-analysis/7xAJpAeopaV6rilu3iiwME,129293,4
5888,The Payback,0vGuHXYkeghN45pz0SND3k,James Brown,0.867,0.656,6,-9.854,1,0.257,0.199,0.00018,0.793,0.771,97.943,audio_features,0vGuHXYkeghN45pz0SND3k,spotify:track:0vGuHXYkeghN45pz0SND3k,https://api.spotify.com/v1/tracks/0vGuHXYkeghN45pz0SND3k,https://api.spotify.com/v1/audio-analysis/0vGuHXYkeghN45pz0SND3k,458933,4
5889,I Gotcha,5fbbE7GmFRfXcaqUK4Pecl,Joe Tex,0.876,0.659,10,-11.076,0,0.208,0.242,0.000693,0.192,0.963,93.353,audio_features,5fbbE7GmFRfXcaqUK4Pecl,spotify:track:5fbbE7GmFRfXcaqUK4Pecl,https://api.spotify.com/v1/tracks/5fbbE7GmFRfXcaqUK4Pecl,https://api.spotify.com/v1/audio-analysis/5fbbE7GmFRfXcaqUK4Pecl,159613,4
5890,Little Green Bag,39wnr7crppEjAKAyg1csS7,George Baker Selection,0.697,0.665,7,-12.384,1,0.0319,0.04,0.000613,0.112,0.874,103.448,audio_features,39wnr7crppEjAKAyg1csS7,spotify:track:39wnr7crppEjAKAyg1csS7,https://api.spotify.com/v1/tracks/39wnr7crppEjAKAyg1csS7,https://api.spotify.com/v1/audio-analysis/39wnr7crppEjAKAyg1csS7,195467,4
5891,Woo Hoo,1GHklAIU9vwEojmaXD0Q8E,The 5.6.7.8's,0.538,0.873,2,-7.774,1,0.0447,0.797,0.691,0.521,0.957,128.089,audio_features,1GHklAIU9vwEojmaXD0Q8E,spotify:track:1GHklAIU9vwEojmaXD0Q8E,https://api.spotify.com/v1/tracks/1GHklAIU9vwEojmaXD0Q8E,https://api.spotify.com/v1/audio-analysis/1GHklAIU9vwEojmaXD0Q8E,119067,4
5892,Cat People (Putting out Fire) - 1999 Remaster,2uki1VRt9gZs2za2VUoBIC,David Bowie,0.536,0.836,10,-8.026,1,0.0401,0.00358,0.13,0.106,0.818,128.41,audio_features,2uki1VRt9gZs2za2VUoBIC,spotify:track:2uki1VRt9gZs2za2VUoBIC,https://api.spotify.com/v1/tracks/2uki1VRt9gZs2za2VUoBIC,https://api.spotify.com/v1/audio-analysis/2uki1VRt9gZs2za2VUoBIC,309693,4
5893,Too Old to Die Young,3B9CVXsyyFRVQwCPYbhS9m,Brother Dege,0.743,0.596,2,-5.933,0,0.0287,0.0749,0.00028,0.203,0.743,111.994,audio_features,3B9CVXsyyFRVQwCPYbhS9m,spotify:track:3B9CVXsyyFRVQwCPYbhS9m,https://api.spotify.com/v1/tracks/3B9CVXsyyFRVQwCPYbhS9m,https://api.spotify.com/v1/audio-analysis/3B9CVXsyyFRVQwCPYbhS9m,224053,4
5894,Ain't No Grave,1xADYlM5rjnbJvAW2tc0qF,Johnny Cash,0.52,0.35,9,-10.713,0,0.052,0.894,0.000778,0.0895,0.39,79.647,audio_features,1xADYlM5rjnbJvAW2tc0qF,spotify:track:1xADYlM5rjnbJvAW2tc0qF,https://api.spotify.com/v1/tracks/1xADYlM5rjnbJvAW2tc0qF,https://api.spotify.com/v1/audio-analysis/1xADYlM5rjnbJvAW2tc0qF,173267,4
5895,Hooked On A Feeling,5rpSeu8f0xuOPgDKukNmxj,Blue Swede,0.542,0.7,8,-11.039,1,0.0938,0.304,0.0,0.199,0.894,118.244,audio_features,5rpSeu8f0xuOPgDKukNmxj,spotify:track:5rpSeu8f0xuOPgDKukNmxj,https://api.spotify.com/v1/tracks/5rpSeu8f0xuOPgDKukNmxj,https://api.spotify.com/v1/audio-analysis/5rpSeu8f0xuOPgDKukNmxj,173760,4
5896,Too Old To Die Young,43JngJ3vMsaTL8SiRwEYQp,Brother Dege,0.735,0.578,2,-6.329,0,0.0292,0.0477,0.00023,0.231,0.736,111.99,audio_features,43JngJ3vMsaTL8SiRwEYQp,spotify:track:43JngJ3vMsaTL8SiRwEYQp,https://api.spotify.com/v1/tracks/43JngJ3vMsaTL8SiRwEYQp,https://api.spotify.com/v1/audio-analysis/43JngJ3vMsaTL8SiRwEYQp,223213,4
5897,Dark Night,3dKGK0ALdWHldGJEXpwt3K,The Blasters,0.597,0.73,9,-7.48,1,0.0346,0.00895,0.017,0.122,0.507,129.746,audio_features,3dKGK0ALdWHldGJEXpwt3K,spotify:track:3dKGK0ALdWHldGJEXpwt3K,https://api.spotify.com/v1/tracks/3dKGK0ALdWHldGJEXpwt3K,https://api.spotify.com/v1/audio-analysis/3dKGK0ALdWHldGJEXpwt3K,231467,4
5898,Crane/White Lightning,7EbPUFnL7ujRxxxElUWZvg,The RZA/Charles Bernstein,0.675,0.608,7,-7.635,1,0.0666,0.427,0.494,0.142,0.404,95.896,audio_features,7EbPUFnL7ujRxxxElUWZvg,spotify:track:7EbPUFnL7ujRxxxElUWZvg,https://api.spotify.com/v1/tracks/7EbPUFnL7ujRxxxElUWZvg,https://api.spotify.com/v1/audio-analysis/7EbPUFnL7ujRxxxElUWZvg,97720,3
5899,You Keep Me Hangin' On,059LGQd42y87hQMHQyJGSU,Vanilla Fudge,0.206,0.7,4,-9.682,0,0.0469,0.0172,0.00582,0.228,0.317,172.338,audio_features,059LGQd42y87hQMHQyJGSU,spotify:track:059LGQd42y87hQMHQyJGSU,https://api.spotify.com/v1/tracks/059LGQd42y87hQMHQyJGSU,https://api.spotify.com/v1/audio-analysis/059LGQd42y87hQMHQyJGSU,179573,3
5900,She's Just Killing Me,0ih7vuNB91mvoJ7D6raq0q,ZZ Top,0.54,0.931,4,-6.002,1,0.0434,0.000686,0.00108,0.333,0.653,123.887,audio_features,0ih7vuNB91mvoJ7D6raq0q,spotify:track:0ih7vuNB91mvoJ7D6raq0q,https://api.spotify.com/v1/tracks/0ih7vuNB91mvoJ7D6raq0q,https://api.spotify.com/v1/audio-analysis/0ih7vuNB91mvoJ7D6raq0q,296933,4
5901,The Ecstasy Of Gold,6PrKZUXJPmBiobMN44yR8Y,Ennio Morricone,0.134,0.474,9,-13.864,0,0.0518,0.826,0.58,0.195,0.133,98.854,audio_features,6PrKZUXJPmBiobMN44yR8Y,spotify:track:6PrKZUXJPmBiobMN44yR8Y,https://api.spotify.com/v1/tracks/6PrKZUXJPmBiobMN44yR8Y,https://api.spotify.com/v1/audio-analysis/6PrKZUXJPmBiobMN44yR8Y,203227,4
5902,Fire And Brimstone,3bEECCaIejir3Amq4iTpCg,Link Wray,0.596,0.779,8,-11.361,1,0.0388,0.376,0.0134,0.231,0.798,109.533,audio_features,3bEECCaIejir3Amq4iTpCg,spotify:track:3bEECCaIejir3Amq4iTpCg,https://api.spotify.com/v1/tracks/3bEECCaIejir3Amq4iTpCg,https://api.spotify.com/v1/audio-analysis/3bEECCaIejir3Amq4iTpCg,258893,4
5903,Straight Shooter,5m63cyB8bzbRSEs53K8CxF,The Mamas & The Papas,0.612,0.644,9,-10.018,1,0.0288,0.754,0.0,0.134,0.819,119.809,audio_features,5m63cyB8bzbRSEs53K8CxF,spotify:track:5m63cyB8bzbRSEs53K8CxF,https://api.spotify.com/v1/tracks/5m63cyB8bzbRSEs53K8CxF,https://api.spotify.com/v1/audio-analysis/5m63cyB8bzbRSEs53K8CxF,178600,4
5904,Son of a Lovin' Man,70MqJOpUHPB10OzrI06x7U,Buchanan Brothers,0.662,0.834,11,-5.887,0,0.0606,0.645,1.22e-05,0.306,0.843,132.641,audio_features,70MqJOpUHPB10OzrI06x7U,spotify:track:70MqJOpUHPB10OzrI06x7U,https://api.spotify.com/v1/tracks/70MqJOpUHPB10OzrI06x7U,https://api.spotify.com/v1/audio-analysis/70MqJOpUHPB10OzrI06x7U,176693,3
5905,Hungry,25nU5mxSzlzyOXzeqx4c5j,Paul Revere & The Raiders,0.546,0.686,10,-8.031,1,0.0412,0.103,0.0,0.212,0.555,131.151,audio_features,25nU5mxSzlzyOXzeqx4c5j,spotify:track:25nU5mxSzlzyOXzeqx4c5j,https://api.spotify.com/v1/tracks/25nU5mxSzlzyOXzeqx4c5j,https://api.spotify.com/v1/audio-analysis/25nU5mxSzlzyOXzeqx4c5j,173840,4
5906,Bang Bang (My Baby Shot Me Down),4JLcAU2xY90qTkTSNM1lUa,Nancy Sinatra,0.433,0.174,5,-18.791,0,0.0537,0.982,0.101,0.111,0.366,95.802,audio_features,4JLcAU2xY90qTkTSNM1lUa,spotify:track:4JLcAU2xY90qTkTSNM1lUa,https://api.spotify.com/v1/tracks/4JLcAU2xY90qTkTSNM1lUa,https://api.spotify.com/v1/audio-analysis/4JLcAU2xY90qTkTSNM1lUa,162447,4
5907,"After Dark (from ""From Dusk Till Dawn"")",6wxOzjwpXjav99m88q79Y4,Movie Soundtrack All Stars,0.549,0.591,4,-8.809,0,0.0586,0.0616,0.00635,0.323,0.292,100.957,audio_features,6wxOzjwpXjav99m88q79Y4,spotify:track:6wxOzjwpXjav99m88q79Y4,https://api.spotify.com/v1/tracks/6wxOzjwpXjav99m88q79Y4,https://api.spotify.com/v1/audio-analysis/6wxOzjwpXjav99m88q79Y4,227000,4
5908,Move,7BVXEajkoOr9yiOMCrSPN8,Pretty Vicious,0.364,0.992,11,-2.13,0,0.132,0.000183,0.0167,0.397,0.363,161.016,audio_features,7BVXEajkoOr9yiOMCrSPN8,spotify:track:7BVXEajkoOr9yiOMCrSPN8,https://api.spotify.com/v1/tracks/7BVXEajkoOr9yiOMCrSPN8,https://api.spotify.com/v1/audio-analysis/7BVXEajkoOr9yiOMCrSPN8,187344,4
5909,Underneath the Lights,5VBAwNNTZzDxH5EZjuavPh,The View,0.404,0.865,9,-3.518,1,0.0412,0.00577,5.14e-05,0.303,0.425,148.029,audio_features,5VBAwNNTZzDxH5EZjuavPh,spotify:track:5VBAwNNTZzDxH5EZjuavPh,https://api.spotify.com/v1/tracks/5VBAwNNTZzDxH5EZjuavPh,https://api.spotify.com/v1/audio-analysis/5VBAwNNTZzDxH5EZjuavPh,257493,4
5910,Better Off Without You,0NSqYlz5V1u6l68r1pzUPn,Mallory Knox,0.441,0.922,6,-2.991,1,0.0848,0.00132,0.000197,0.143,0.714,102.431,audio_features,0NSqYlz5V1u6l68r1pzUPn,spotify:track:0NSqYlz5V1u6l68r1pzUPn,https://api.spotify.com/v1/tracks/0NSqYlz5V1u6l68r1pzUPn,https://api.spotify.com/v1/audio-analysis/0NSqYlz5V1u6l68r1pzUPn,176280,4
5911,New Fang,7uJLdyIAaYLGT0oLw7I6b3,Them Crooked Vultures,0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664,audio_features,7uJLdyIAaYLGT0oLw7I6b3,spotify:track:7uJLdyIAaYLGT0oLw7I6b3,https://api.spotify.com/v1/tracks/7uJLdyIAaYLGT0oLw7I6b3,https://api.spotify.com/v1/audio-analysis/7uJLdyIAaYLGT0oLw7I6b3,228639,4
5912,King of the Kerb,5xvVqECUVNTBGbnPEzqn3I,Echobelly,0.411,0.907,11,-8.67,1,0.0524,0.000483,6.8e-06,0.628,0.452,112.315,audio_features,5xvVqECUVNTBGbnPEzqn3I,spotify:track:5xvVqECUVNTBGbnPEzqn3I,https://api.spotify.com/v1/tracks/5xvVqECUVNTBGbnPEzqn3I,https://api.spotify.com/v1/audio-analysis/5xvVqECUVNTBGbnPEzqn3I,238507,4
5913,daphne did it,0QZ3iagvfN7158bVgqIkPR,cleopatrick,0.327,0.904,2,-3.069,0,0.0542,0.000291,0.0832,0.505,0.508,79.975,audio_features,0QZ3iagvfN7158bVgqIkPR,spotify:track:0QZ3iagvfN7158bVgqIkPR,https://api.spotify.com/v1/tracks/0QZ3iagvfN7158bVgqIkPR,https://api.spotify.com/v1/audio-analysis/0QZ3iagvfN7158bVgqIkPR,202687,4
5914,Mother Mary,2J2vMSyGrW9yLhDH8QMZDM,Tom Auton,0.567,0.761,11,-4.794,1,0.0732,0.166,0.0,0.266,0.617,135.879,audio_features,2J2vMSyGrW9yLhDH8QMZDM,spotify:track:2J2vMSyGrW9yLhDH8QMZDM,https://api.spotify.com/v1/tracks/2J2vMSyGrW9yLhDH8QMZDM,https://api.spotify.com/v1/audio-analysis/2J2vMSyGrW9yLhDH8QMZDM,139559,4
5915,Wrap Me Up,3IzbjCOjEFWTVADQb7Ws1p,Skin & Bones,0.584,0.76,11,-4.425,0,0.0567,0.179,4.34e-05,0.104,0.694,131.952,audio_features,3IzbjCOjEFWTVADQb7Ws1p,spotify:track:3IzbjCOjEFWTVADQb7Ws1p,https://api.spotify.com/v1/tracks/3IzbjCOjEFWTVADQb7Ws1p,https://api.spotify.com/v1/audio-analysis/3IzbjCOjEFWTVADQb7Ws1p,191413,4
5916,Sexy Chick (feat. Akon),4MKzCHlZvkwJOQRNkdw4zq,David Guetta,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,audio_features,4MKzCHlZvkwJOQRNkdw4zq,spotify:track:4MKzCHlZvkwJOQRNkdw4zq,https://api.spotify.com/v1/tracks/4MKzCHlZvkwJOQRNkdw4zq,https://api.spotify.com/v1/audio-analysis/4MKzCHlZvkwJOQRNkdw4zq,194347,4
5917,Anywhere With You,2kYdLFMS0LulXRqhs0BTZm,Saves The Day,0.543,0.898,7,-4.709,0,0.0483,0.000289,0.00033,0.15,0.552,116.879,audio_features,2kYdLFMS0LulXRqhs0BTZm,spotify:track:2kYdLFMS0LulXRqhs0BTZm,https://api.spotify.com/v1/tracks/2kYdLFMS0LulXRqhs0BTZm,https://api.spotify.com/v1/audio-analysis/2kYdLFMS0LulXRqhs0BTZm,152027,4
5918,Rubber Bullies,2dJQVlKKUZJif2X4ujGnEb,Tropical Fuck Storm,0.414,0.652,11,-8.722,0,0.209,0.205,0.0,0.373,0.425,168.031,audio_features,2dJQVlKKUZJif2X4ujGnEb,spotify:track:2dJQVlKKUZJif2X4ujGnEb,https://api.spotify.com/v1/tracks/2dJQVlKKUZJif2X4ujGnEb,https://api.spotify.com/v1/audio-analysis/2dJQVlKKUZJif2X4ujGnEb,360745,4
5919,Your Favorite Thing,7a11Vg9zQaJi3IhIRmH7Rs,Sugar,0.437,0.992,4,-6.037,1,0.0609,5.79e-05,0.729,0.114,0.237,127.94,audio_features,7a11Vg9zQaJi3IhIRmH7Rs,spotify:track:7a11Vg9zQaJi3IhIRmH7Rs,https://api.spotify.com/v1/tracks/7a11Vg9zQaJi3IhIRmH7Rs,https://api.spotify.com/v1/audio-analysis/7a11Vg9zQaJi3IhIRmH7Rs,230867,4
5920,Hall of the Mountain King,1kZgY32eQdvYVm42l3Vcon,Savatage,0.355,0.922,0,-7.331,0,0.103,0.136,0.0138,0.265,0.276,126.937,audio_features,1kZgY32eQdvYVm42l3Vcon,spotify:track:1kZgY32eQdvYVm42l3Vcon,https://api.spotify.com/v1/tracks/1kZgY32eQdvYVm42l3Vcon,https://api.spotify.com/v1/audio-analysis/1kZgY32eQdvYVm42l3Vcon,333813,4
5921,God Save The Queen,2mHchPRtQWet3iIS3jANr1,Sex Pistols,0.304,0.901,9,-7.756,1,0.0602,0.00105,0.000376,0.158,0.541,147.199,audio_features,2mHchPRtQWet3iIS3jANr1,spotify:track:2mHchPRtQWet3iIS3jANr1,https://api.spotify.com/v1/tracks/2mHchPRtQWet3iIS3jANr1,https://api.spotify.com/v1/audio-analysis/2mHchPRtQWet3iIS3jANr1,199453,4
